Zip Code,City,County,PERIOD,MarketScore_hat,MEDIAN_SALE_PRICE_MOM,MEDIAN_LIST_PRICE_MOM,MEDIAN_LIST_PPSF_MOM,HOMES_SOLD,NEW_LISTINGS_YOY,MEDIAN_DOM,AVG_SALE_TO_LIST,SOLD_ABOVE_LIST,OFF_MARKET_IN_TWO_WEEKS
90035,Los Angeles,Los Angeles County,2025-10,43,-0.153846154,-0.072970508,-0.097753791,37,-0.20754717,95.0,0.967152197,0.135135135,0.292682927
90036,Los Angeles,Los Angeles County,2025-12,53,0.030927835,0.000228363,-0.094518138,33,0.366666667,50.0,0.973734994,0.212121212,0.2
90039,Los Angeles,Los Angeles County,2025-04,79,-0.051863857,-0.074338813,-0.037095924,48,0.144927536,29.0,1.052598256,0.583333333,0.350877193
90040,Los Angeles,Los Angeles County,2025-07,75,0.0,0.0,-0.008309561,11,0.090909091,46.0,1.003262183,0.636363636,0.384615385
90041,Los Angeles,Los Angeles County,2025-10,77,0.0,0.112822488,0.021485703,40,0.25,35.5,1.019090026,0.45,0.380952381
90042,Los Angeles,Los Angeles County,2025-10,66,0.009478673,-0.047668937,-0.038888126,77,0.014388489,49.0,1.042562728,0.506493507,0.2
90044,Los Angeles,Los Angeles County,2025-05,57,0.017857143,0.029451138,-0.01841186,82,0.073394495,82.5,0.993448955,0.524390244,0.219512195
90045,Los Angeles,Los Angeles County,2025-08,64,0.0140625,-0.00055643,0.038534613,66,-0.114035088,56.0,0.99146726,0.242424242,0.265822785
90048,Los Angeles,Los Angeles County,2025-11,43,0.021126761,0.0,-0.067604334,57,-0.033707865,77.0,0.974770636,0.122807018,0.098591549
90049,Los Angeles,Los Angeles County,2025-11,52,0.070292887,-0.029455081,0.030024599,128,0.473214286,76.0,0.968579247,0.1484375,0.209677419
90056,Los Angeles,Los Angeles County,2025-03,41,-0.083333333,-0.023255814,-0.014141268,23,0.15,113.5,0.998467788,0.347826087,0.217391304
90057,Los Angeles,Los Angeles County,2025-12,64,0.45015949,0.0,0.098550725,2,-0.357142857,64.5,1.087394327,0.5,0.0
90058,Los Angeles,Los Angeles County,2025-12,15,0.522727273,0.0,0.0,2,-0.8,165.5,0.88465251,0.0,0.0
90059,Los Angeles,Los Angeles County,2025-07,74,0.024390244,0.033335056,-0.014539097,35,0.382352941,43.0,1.02517216,0.628571429,0.342857143
90061,Los Angeles,Los Angeles County,2025-08,74,0.08389313,-0.033086569,-0.000531833,20,0.032258065,36.0,1.008934436,0.5,0.3
90062,Los Angeles,Los Angeles County,2025-11,49,0.028938907,0.045986405,0.018528227,32,0.022222222,86.5,0.97091626,0.3125,0.148148148
90064,Los Angeles,Los Angeles County,2025-07,76,0.025,0.033442982,0.055883607,76,0.011494253,43.0,1.014909169,0.421052632,0.338461539
90065,Los Angeles,Los Angeles County,2025-10,63,0.078947368,-0.040867389,-0.016825179,77,0.06741573,61.5,1.008257575,0.51948052,0.211267606
90066,Los Angeles,Los Angeles County,2025-01,60,-0.026315789,0.012003201,0.020611065,82,0.28125,62.0,0.97514069,0.317073171,0.24137931
90067,Los Angeles,Los Angeles County,2025-12,45,0.10817942,-0.14964965,-0.216146503,33,0.736842105,53.0,0.967462954,0.121212121,0.243902439
90068,Los Angeles,Los Angeles County,2025-03,48,0.03867748,0.078378378,0.060588394,62,0.477272727,95.5,0.986110476,0.322580645,0.175
90069,West Hollywood,Los Angeles County,2025-04,48,-0.031034483,-0.106,0.006830113,101,0.461538462,76.0,0.969314261,0.158415842,0.178217822
90077,Los Angeles,Los Angeles County,2025-09,40,-0.225446748,-0.072293916,-0.010155156,38,0.28,99.0,0.968841915,0.263157895,0.166666667
90094,Los Angeles,Los Angeles County,2025-02,63,0.112318841,0.019684098,-0.028339923,23,0.064516129,61.0,0.998458584,0.173913044,0.407407407
90201,Bell,Los Angeles County,2025-04,66,-0.001175088,0.029411765,0.019265662,21,-0.138888889,60.5,0.981432859,0.476190476,0.28
90210,Beverly Hills,Los Angeles County,2025-12,35,0.10275,-0.020172911,0.046723049,71,-0.024096386,116.0,0.928221018,0.084507042,0.121212121
90211,Beverly Hills,Los Angeles County,2025-09,68,0.002522068,0.0,0.0,20,-0.142857143,49.0,0.954644187,0.2,0.421052632
90212,Beverly Hills,Los Angeles County,2025-08,62,-0.061143573,-0.055793991,0.117086967,20,0.5,62.5,0.983635529,0.25,0.307692308
90213,Beverly Hills,Los Angeles County,2025-04,9,,,,1,,170.0,0.967551622,0.0,0.0
90220,Compton,Los Angeles County,2025-07,66,0.015384615,-0.007418398,-0.063103436,53,0.171875,49.0,1.009346653,0.603773585,0.216666667
90222,Compton,Los Angeles County,2025-01,65,-0.006163328,-0.038613906,-0.004512375,29,0.151515152,58.0,1.012261624,0.551724138,0.24137931
90232,Culver City,Los Angeles County,2025-09,65,0.074927954,0.100291082,0.058022575,29,0.060606061,63.0,1.004245078,0.448275862,0.242424242
90240,Downey,Los Angeles County,2025-01,60,-0.10525,0.03200225,-0.072273514,28,0.473684211,46.0,0.990184021,0.321428571,0.285714286
90241,Downey,Los Angeles County,2025-08,77,-0.005524862,0.09132948,-0.013988313,47,0.086956522,42.0,1.017739633,0.617021277,0.372093023
90242,Downey,Los Angeles County,2025-08,83,0.001468429,-0.022089552,0.07694759,24,0.322580645,29.5,1.016250049,0.625,0.363636364
90245,El Segundo,Los Angeles County,2025-12,62,0.036807287,0.001161103,0.015363263,31,-0.44,70.5,0.992529188,0.35483871,0.272727273
90247,Gardena,Los Angeles County,2025-08,74,0.012903226,-0.008951407,-0.000459638,45,0.178571429,38.0,1.007948681,0.533333333,0.321428571
90248,Gardena,Los Angeles County,2025-10,76,0.015434084,0.015228426,0.040815687,12,-0.227272727,45.5,1.006843862,0.5,0.375
90249,Gardena,Los Angeles County,2025-02,72,0.036144578,0.0,-0.020592824,25,0.842105263,34.0,1.033969493,0.56,0.310344828
90250,Hawthorne,Los Angeles County,2025-12,69,-0.054505006,0.097802801,0.117796389,52,0.017857143,55.5,0.997617929,0.403846154,0.24137931
90254,Hermosa Beach,Los Angeles County,2025-10,54,-0.038865546,-0.210484194,0.090762065,46,-0.272727273,81.5,0.966390945,0.108695652,0.276595745
90255,Huntington Park,Los Angeles County,2025-08,67,0.03180212,0.028070175,0.018125936,25,0.021276596,48.0,0.996958209,0.52,0.193548387
90260,Lawndale,Los Angeles County,2025-07,70,0.127035831,-0.005952381,-0.033179102,24,0.256410256,38.0,0.994853022,0.458333333,0.288888889
90262,Lynwood,Los Angeles County,2025-04,73,-0.060402685,-0.010601421,0.05888925,16,0.178571429,40.0,0.979714418,0.375,0.363636364
90265,Malibu,Los Angeles County,2025-05,36,0.232692308,0.138285714,0.0,36,0.116438356,101.0,0.931058762,0.027777778,0.105263158
90266,Manhattan Beach,Los Angeles County,2025-12,62,-0.050984848,0.062666042,-0.015015891,76,0.09375,57.5,0.973756017,0.223684211,0.328571429
90270,Maywood,Los Angeles County,2025-12,66,0.291666667,0.112578223,0.004160896,5,0.090909091,39.0,0.984865786,0.4,0.142857143
90272,Pacific Palisades,Los Angeles County,2025-12,54,-0.049496644,0.005228538,0.012679689,42,-0.048387097,62.0,0.946119092,0.119047619,0.219512195
90274,Palos Verdes Peninsula,Los Angeles County,2025-03,71,0.088181818,0.0189099,-0.012548094,58,0.558441558,45.0,0.976244765,0.275862069,0.48
90275,Rancho Palos Verdes,Los Angeles County,2025-12,57,-0.008498584,-0.010561423,-0.042869533,91,-0.346153846,63.0,0.974865903,0.208791209,0.220930233
90277,Redondo Beach,Los Angeles County,2025-02,76,0.031626506,0.056417489,-0.01669155,68,0.194029851,41.5,0.995225625,0.308823529,0.492537313
90280,South Gate,Los Angeles County,2025-04,79,-0.010714286,-0.02098042,-0.02092087,28,0.282608696,41.0,1.02708155,0.714285714,0.418604651
90290,Topanga,Los Angeles County,2025-12,30,-0.290322581,0.001884422,-0.009414627,13,-0.136363636,135.0,0.989812179,0.153846154,0.1875
90292,Marina Del Rey,Los Angeles County,2025-02,46,0.153846154,0.010108303,-0.020661215,82,0.5625,82.5,0.975416847,0.207317073,0.168831169
90303,Inglewood,Los Angeles County,2025-08,63,-0.123655914,0.000563204,-0.037380776,9,0.047619048,47.0,0.998247253,0.444444444,0.230769231
90304,Inglewood,Los Angeles County,2025-11,59,0.096153846,-0.109090099,0.121923145,13,0.363636364,46.0,0.976043313,0.230769231,0.071428571
90305,Inglewood,Los Angeles County,2025-08,65,0.06375,-0.046774194,-0.009966279,20,-0.297297297,49.0,0.995396813,0.5,0.16
90401,Santa Monica,Los Angeles County,2025-12,49,0.0,-0.019643507,0.006398135,3,0.333333333,63.0,0.965737228,0.0,0.2
90402,Santa Monica,Los Angeles County,2025-08,59,-0.018867925,-0.136874362,-0.059180239,50,0.25,62.0,0.979563474,0.24,0.377777778
90403,Santa Monica,Los Angeles County,2025-05,72,-0.093150685,-0.012716468,0.0,51,0.102941177,39.0,1.006697783,0.37254902,0.352941177
90405,Santa Monica,Los Angeles County,2025-12,48,-0.028415614,0.00876494,-0.009159601,44,-0.027777778,72.0,0.978519262,0.204545455,0.102564103
90408,Santa Monica,Los Angeles County,2025-11,85,,,,1,,55.0,0.989247312,0.0,1.0
90502,Torrance,Los Angeles County,2025-10,66,0.085091899,-0.012149533,-0.019638392,34,0.558823529,46.0,1.000021789,0.411764706,0.302325581
90503,Torrance,Los Angeles County,2025-10,79,0.002079002,-0.037656904,0.048240095,83,-0.0875,40.0,0.999817448,0.289156627,0.46835443
90504,Torrance,Los Angeles County,2025-04,100,0.078827691,-0.070257611,-0.025593761,27,-0.343283582,20.0,1.02479056,0.666666667,0.733333333
90505,Torrance,Los Angeles County,2025-05,79,-0.045725646,-0.000344947,0.026111841,79,0.388059702,25.0,1.005486756,0.405063291,0.390243902
90601,Whittier,Los Angeles County,2025-08,81,0.037394451,0.027357392,0.008197327,41,-0.305555556,35.0,1.000599878,0.56097561,0.377777778
90602,Whittier,Los Angeles County,2025-01,61,-0.052631579,0.190501591,-0.038160774,20,0.4,55.0,1.002020254,0.35,0.28
90603,Whittier,Los Angeles County,2025-03,73,-0.023333333,0.011853137,-0.021872451,40,0.342857143,37.0,1.009030132,0.45,0.357142857
90605,Whittier,Los Angeles County,2025-08,71,0.050314465,0.043149436,0.010024435,34,-0.212121212,50.0,1.007946938,0.647058824,0.205882353
90620,Buena Park,Orange County,2025-10,76,0.041573034,-0.007454739,-0.018450488,69,-0.266666667,43.5,0.991462329,0.391304348,0.440677966
90621,Buena Park,Orange County,2025-07,74,-0.038354641,-0.012112457,0.026827005,23,-0.142857143,41.0,1.008073128,0.347826087,0.375
90623,La Palma,Orange County,2025-09,80,0.007133865,0.0409742,0.022756554,21,0.0,40.0,0.991829356,0.428571429,0.5
90630,Cypress,Orange County,2025-01,83,-0.023668639,0.0,-0.036007157,65,0.425531915,32.0,1.015178367,0.584615385,0.534482759
90631,La Habra,Orange County,2025-11,71,0.01744186,-0.055503114,-0.004114474,94,-0.042016807,45.5,0.994860016,0.382978723,0.330357143
90660,Pico Rivera,Los Angeles County,2025-10,74,0.0,-0.008807174,-0.011339685,67,0.186440678,37.5,1.008930557,0.47761194,0.328947368
90670,Santa Fe Springs,Los Angeles County,2025-09,66,-0.02327044,-0.017475728,0.007982955,24,0.235294118,46.0,1.00731465,0.458333333,0.238095238
90680,Stanton,Orange County,2025-11,76,0.003311258,-0.051612903,0.047723749,32,-0.159090909,44.0,1.004471117,0.46875,0.357142857
90701,Artesia,Los Angeles County,2025-07,67,-0.038333192,0.118025069,-0.069113323,12,-0.318181818,54.5,1.033696724,0.583333333,0.25
90703,Cerritos,Los Angeles County,2025-07,81,0.0,0.039473684,-0.029162232,71,-0.117021277,31.5,1.003746316,0.535211268,0.409638554
90706,Bellflower,Los Angeles County,2025-09,77,0.019736842,0.009500563,-0.035116611,45,-0.071428571,42.0,1.004897449,0.555555556,0.426229508
90710,Harbor City,Los Angeles County,2025-06,73,0.018691589,0.010012516,-0.042973236,24,0.020408163,40.0,0.99856803,0.541666667,0.344827586
90715,Lakewood,Los Angeles County,2025-09,62,-0.006506181,0.053473797,0.091221058,24,-0.566666667,83.5,0.985418343,0.5,0.227272727
90716,Hawaiian Gardens,Los Angeles County,2025-05,70,0.0,0.039133838,0.000411528,9,0.333333333,43.0,1.010777107,0.555555556,0.272727273
90717,Lomita,Los Angeles County,2025-08,73,-0.008036163,-0.024334252,0.018049589,26,-0.428571429,52.0,0.989410698,0.307692308,0.45
90723,Paramount,Los Angeles County,2025-10,59,-0.225988701,0.004278225,-0.00786751,31,0.121212121,57.0,0.991591936,0.419354839,0.192307692
90731,San Pedro,Los Angeles County,2025-10,69,-0.044444444,-0.012806236,0.049641476,91,-0.028571429,54.5,0.993020989,0.318681319,0.329787234
90732,San Pedro,Los Angeles County,2025-09,71,-0.125,0.126506024,0.016534256,50,0.405797101,44.0,1.00753447,0.46,0.338235294
90740,Seal Beach,Orange County,2025-04,75,0.058591178,-0.079229122,-0.001966041,135,-0.083832335,41.0,0.993819454,0.214814815,0.455882353
90743,Surfside,Orange County,2025-01,52,-0.019830028,0.0,0.0,1,0.0,35.0,1.0,0.0,0.0
90745,Carson,Los Angeles County,2025-08,71,-0.068181818,0.027434842,0.009082091,42,0.061538462,45.5,1.000545698,0.547619048,0.288135593
90746,Carson,Los Angeles County,2025-12,66,-0.012158055,0.0,-0.00907544,30,-0.355555556,51.0,0.987494703,0.4,0.25
90755,Signal Hill,Los Angeles County,2025-06,68,0.0,-0.025341797,-0.004142678,31,-0.212765957,47.0,0.990488838,0.290322581,0.325
90803,Long Beach,Los Angeles County,2025-03,65,0.044765343,0.000667111,-0.02492454,74,0.597402597,51.5,0.990075604,0.310810811,0.367088608
90807,Long Beach,Los Angeles County,2025-11,70,0.031052632,-0.025265286,-0.002569618,66,-0.04109589,55.0,1.011383341,0.454545455,0.333333333
90810,Long Beach,Los Angeles County,2025-04,71,0.017667845,-0.045982542,-0.038141925,23,-0.085714286,34.0,1.005328998,0.434782609,0.289473684
90814,Long Beach,Los Angeles County,2025-11,61,0.148858921,8.33e-07,0.021009053,36,0.166666667,61.5,0.983751355,0.222222222,0.305555556
91006,Arcadia,Los Angeles County,2025-12,57,0.006,-0.040962289,0.013471305,74,-0.059701493,65.0,0.981787325,0.256756757,0.205882353
91008,Duarte,Los Angeles County,2025-12,55,-0.04516129,0.129214389,-0.022149937,3,-0.285714286,21.0,0.944576564,0.0,0.0
91009,Duarte,Los Angeles County,2025-12,48,,,,2,,43.0,0.981375681,0.0,0.0
91010,Duarte,Los Angeles County,2025-06,83,-0.025641026,0.065420561,0.010415686,47,-0.359375,37.0,1.023634017,0.574468085,0.414634146
91011,La Canada Flintridge,Los Angeles County,2025-03,91,0.033446826,-0.025009769,-4.74e-05,35,0.409090909,31.0,1.042941738,0.6,0.651162791
91016,Monrovia,Los Angeles County,2025-06,77,-0.001818182,-0.048571429,0.005851436,69,0.214285714,38.0,1.019509796,0.579710145,0.358208955
91020,Montrose,Los Angeles County,2025-11,69,0.148255814,-0.001532176,-0.073088147,8,1.5,40.0,1.017812657,0.375,0.5
91024,Sierra Madre,Los Angeles County,2025-01,59,0.0,0.019397993,-0.031013563,20,-0.125,41.5,1.00562359,0.25,0.117647059
91030,South Pasadena,Los Angeles County,2025-04,85,0.002824859,0.000556174,0.00781136,41,0.710526316,28.0,1.084054149,0.682926829,0.441860465
91042,Tujunga,Los Angeles County,2025-08,70,-0.041916168,0.0,0.045115222,34,-0.034482759,49.0,1.012672798,0.382352941,0.29787234
91101,Pasadena,Los Angeles County,2025-12,52,0.038062284,0.026458776,-0.0052391,47,0.30952381,81.0,1.005682202,0.234042553,0.255319149
91103,Pasadena,Los Angeles County,2025-06,75,0.142525174,0.018148148,0.037764325,33,-0.045454545,34.0,1.005093667,0.515151515,0.230769231
91104,Pasadena,Los Angeles County,2025-09,77,-0.037037037,-0.007313318,-0.009683684,67,0.471698113,38.0,1.047489723,0.611940299,0.348484849
91105,Pasadena,Los Angeles County,2025-12,62,-0.124234129,-0.026363092,0.011710338,52,-0.128205128,56.0,1.011551266,0.442307692,0.16
91106,Pasadena,Los Angeles County,2025-10,66,0.0,0.151371094,0.033948075,49,0.0,61.0,0.987138367,0.346938776,0.307692308
91107,Pasadena,Los Angeles County,2025-01,74,-0.026025237,-0.033911672,-0.002919149,53,0.20754717,35.5,1.026360889,0.509433962,0.291666667
91108,San Marino,Los Angeles County,2025-07,79,-0.047619048,-0.004491148,9.98e-05,31,0.204545455,29.0,1.032248038,0.548387097,0.368421053
91123,Pasadena,Los Angeles County,2025-02,31,-0.305555556,0.0,0.0,1,,88.0,0.937504688,0.0,0.0
91201,Glendale,Los Angeles County,2025-08,75,0.045364892,-0.037933818,-0.07242407,14,-0.083333333,31.5,1.003635758,0.571428571,0.333333333
91202,Glendale,Los Angeles County,2025-12,78,0.1,0.157939914,0.014459824,30,0.04,36.5,0.991044619,0.466666667,0.391304348
91203,Glendale,Los Angeles County,2025-01,79,0.011477762,0.0,0.023845421,7,0.0,39.0,1.007124042,0.571428571,0.4
91204,Glendale,Los Angeles County,2025-01,100,-0.149184783,-0.01269464,0.060840671,2,-0.111111111,27.0,1.039904016,1.0,0.75
91205,Glendale,Los Angeles County,2025-11,78,0.157216495,0.089952381,0.02991631,18,0.166666667,42.5,1.012685112,0.5,0.4
91206,Glendale,Los Angeles County,2025-10,81,0.100631579,0.053913043,0.083670217,58,0.0625,38.5,1.022422853,0.482758621,0.370967742
91207,Glendale,Los Angeles County,2025-02,92,-0.052285714,0.385826772,0.07187562,10,-0.666666667,37.0,1.024875458,0.4,0.6
91208,Glendale,Los Angeles County,2025-07,78,0.0,-0.090136571,0.018882924,35,0.088888889,38.0,1.020696065,0.514285714,0.393939394
91210,Glendale,Los Angeles County,2025-06,100,0.018181818,-0.000375031,-0.008995011,1,1.0,24.0,1.12,1.0,1.0
91301,Agoura Hills,Los Angeles County,2025-12,56,-0.079166667,0.055750487,0.023704376,70,0.111111111,71.0,0.970025932,0.2,0.266666667
91302,Calabasas,Los Angeles County,2025-04,64,-0.038461538,-0.052347826,-0.002118335,53,0.483870968,48.0,0.987060655,0.301886793,0.31884058
91303,Canoga Park,Los Angeles County,2025-11,37,0.073825503,-0.210223182,-0.012317241,20,-0.096774194,100.0,0.966884703,0.1,0.115384615
91304,Canoga Park,Los Angeles County,2025-09,65,0.02,-0.001010101,0.030261787,78,-0.217741936,63.0,0.992553872,0.358974359,0.27173913
91306,Winnetka,Los Angeles County,2025-11,62,-0.011320755,0.014660281,-0.028095139,60,-0.172413793,64.0,0.997095911,0.433333333,0.246753247
91310,Castaic,Los Angeles County,2025-06,55,0.027000331,0.0,0.003579034,48,0.314285714,67.0,0.991557733,0.145833333,0.272727273
91311,Chatsworth,Los Angeles County,2025-12,65,0.032183908,0.029581851,0.011321321,79,-0.049382716,54.0,0.990700028,0.316455696,0.259259259
91313,Chatsworth,Los Angeles County,2025-07,64,0.171698113,0.017811705,-0.00529383,1,0.0,192.0,1.001612903,1.0,1.0
91316,Encino,Los Angeles County,2025-11,54,0.035469108,-0.043913043,-0.009089719,83,0.038095238,71.0,0.977945333,0.204819277,0.222222222
91320,Newbury Park,Ventura County,2025-04,73,-0.04405495,-0.013220019,0.004462906,91,0.163461539,41.0,0.992026786,0.263736264,0.424242424
91321,Newhall,Los Angeles County,2025-11,66,0.008498584,-0.093797386,-0.010865069,73,0.043478261,48.0,0.996227108,0.438356164,0.25
91324,Northridge,Los Angeles County,2025-09,63,0.033701657,0.100434806,0.007310712,40,-0.109375,56.0,0.989817157,0.275,0.256410256
91325,Northridge,Los Angeles County,2025-12,68,-0.03892944,0.142809524,0.038540256,48,0.069767442,43.0,1.006129026,0.375,0.215686275
91335,Reseda,Los Angeles County,2025-12,61,0.005603985,-0.04467354,-0.008726369,80,-0.033333333,56.0,0.987332876,0.2875,0.231707317
91340,San Fernando,Los Angeles County,2025-12,67,0.079136691,-0.003344482,0.054386125,15,0.235294118,63.0,1.023180366,0.6,0.25
91342,Sylmar,Los Angeles County,2025-03,71,0.001902346,0.037797117,0.0,71,0.230088496,54.5,1.000908466,0.394366197,0.417475728
91343,North Hills,Los Angeles County,2025-10,76,-0.026361032,0.057647059,0.068476907,64,-0.06122449,44.0,1.00311248,0.484375,0.333333333
91345,Mission Hills,Los Angeles County,2025-11,49,-0.007490637,0.062375664,0.010229718,19,0.545454546,67.0,0.984128132,0.263157895,0.090909091
91350,Santa Clarita,Los Angeles County,2025-07,63,0.009501188,-0.03317421,-0.00303429,121,0.123287671,57.0,0.994977399,0.338842975,0.237704918
91351,Canyon Country,Los Angeles County,2025-08,59,0.0,-0.013351135,0.002893428,79,-0.098039216,60.0,0.994062085,0.367088608,0.157303371
91352,Sun Valley,Los Angeles County,2025-08,81,-0.005681818,-0.050866406,0.019979169,45,-0.061538462,48.0,1.014214798,0.555555556,0.5
91354,Valencia,Los Angeles County,2025-12,49,0.012360212,-0.015056462,-0.022529772,101,-0.23655914,81.0,0.985156493,0.188118812,0.14893617
91355,Valencia,Los Angeles County,2025-08,71,-0.043023256,-0.09222365,-0.008628537,72,-0.025641026,40.5,0.995368917,0.361111111,0.336956522
91356,Tarzana,Los Angeles County,2025-10,56,0.038461538,-0.024550898,-0.008982452,76,-0.024390244,57.0,0.973402417,0.197368421,0.172839506
91360,Thousand Oaks,Ventura County,2025-03,77,0.0,0.1011001,0.011572183,62,0.084210526,40.0,0.991518002,0.290322581,0.494382023
91361,Westlake Village,Ventura County,2025-06,66,0.042132416,0.008816989,0.003820576,112,0.146551724,47.0,0.984052075,0.205357143,0.316326531
91364,Woodland Hills,Los Angeles County,2025-08,54,0.0,-0.010238908,0.009422377,77,0.153061225,62.0,0.959199651,0.155844156,0.188118812
91367,Woodland Hills,Los Angeles County,2025-02,60,-0.00605013,0.046666667,-0.005028224,101,0.087719298,59.0,0.984730915,0.257425743,0.24
91390,Santa Clarita,Los Angeles County,2025-09,56,0.028571429,-0.001526476,-0.007360867,53,-0.126760563,61.5,0.990459183,0.283018868,0.133333333
91396,Winnetka,Los Angeles County,2025-05,49,-0.033333333,0.176,-0.132860113,2,0.2,56.0,1.001432665,0.5,0.0
91401,Van Nuys,Los Angeles County,2025-07,71,0.01754386,0.065162907,-0.008737444,51,-0.025316456,47.0,1.032952829,0.470588235,0.298245614
91402,Panorama City,Los Angeles County,2025-10,70,-0.071332436,0.017421494,0.0,39,-0.060606061,47.0,1.014342726,0.461538462,0.29787234
91403,Sherman Oaks,Los Angeles County,2025-11,44,-0.025744417,-0.02587519,-0.062650585,54,-0.039473684,98.0,0.969721894,0.185185185,0.269230769
91405,Van Nuys,Los Angeles County,2025-12,58,-0.034375,0.136946059,0.030101802,44,0.05,71.5,0.999142789,0.363636364,0.212765957
91406,Van Nuys,Los Angeles County,2025-06,73,0.0,-0.012455799,-0.00014817,74,-0.074468085,42.0,0.998496258,0.45945946,0.328767123
91411,Van Nuys,Los Angeles County,2025-12,68,-0.023684211,0.0,-0.074302914,30,0.321428571,44.5,1.00188252,0.4,0.392857143
91436,Encino,Los Angeles County,2025-01,51,0.033653846,0.027250394,0.005541884,47,0.357142857,62.5,0.967922332,0.170212766,0.146341463
91501,Burbank,Los Angeles County,2025-08,60,-0.004524887,-0.059304703,0.032119781,23,0.37037037,43.5,0.981070343,0.391304348,0.103448276
91502,Burbank,Los Angeles County,2025-11,65,0.190476191,0.0,-0.036162326,6,-0.1,52.0,0.985629768,0.166666667,0.4
91504,Burbank,Los Angeles County,2025-04,76,0.0,0.045930444,-0.004513673,37,0.1875,41.0,1.014204295,0.486486487,0.4
91505,Burbank,Los Angeles County,2025-12,66,0.0,-0.085106383,-0.004368838,51,0.044444444,49.0,0.993306001,0.352941177,0.3
91602,North Hollywood,Los Angeles County,2025-11,56,0.123481781,-0.00483871,-0.052288472,49,0.14893617,61.0,0.978139939,0.224489796,0.25
91604,Studio City,Los Angeles County,2025-10,62,-0.024390244,0.013340174,-0.009596779,83,-0.118518519,54.0,0.983314596,0.313253012,0.213483146
91605,North Hollywood,Los Angeles County,2025-12,60,0.005621487,-0.042301184,-0.037409158,30,-0.177777778,69.0,0.987054477,0.333333333,0.323529412
91606,North Hollywood,Los Angeles County,2025-05,71,-0.010275825,-0.018508997,0.009998313,39,-0.295774648,53.0,0.993235252,0.333333333,0.394736842
91609,North Hollywood,Los Angeles County,2025-06,53,0.0,,,5,,56.0,0.998276534,0.4,0.0
